Id,Class
204176,Human
204178,M2M-100
204179,Human
204185,ruGPT3-Large
204186,Human
204190,ruGPT3-Small
204195,M2M-100
204200,ruGPT3-Small
204208,ruT5-Base
204213,Human
204218,Human
204220,M-BART50
204226,ruGPT3-Small
204230,M-BART50
204236,OPUS-MT
204243,Human
204244,M-BART50
204245,Human
204247,ruGPT3-Small
204260,Human
204263,mT5-Large
204264,Human
204268,ruGPT3-Large
204277,Human
204279,M2M-100
204280,mT5-Large
204282,Human
204284,ruGPT3-Medium
204286,OPUS-MT
204287,ruT5-Base-Multitask
204290,ruGPT3-Large
204297,M-BART50
204301,Human
204302,ruGPT3-Large
204304,Human
204306,ruT5-Base-Multitask
204311,ruGPT3-Small
204312,mT5-Small
204313,Human
204314,Human
204329,OPUS-MT
204331,OPUS-MT
204336,mT5-Large
204342,ruGPT3-Large
204344,ruGPT3-Medium
204351,Human
204352,Human
204354,Human
204374,Human
204378,M-BART50
204380,Human
204387,mT5-Large
204389,OPUS-MT
204390,Human
204395,M2M-100
204400,mT5-Small
204401,M-BART
204402,M-BART50
204406,M-BART
204407,M2M-100
204421,Human
204424,Human
204427,Human
204430,M2M-100
204432,Human
204440,ruGPT3-Large
204442,ruGPT3-Large
204443,Human
204447,Human
204449,mT5-Large
204452,Human
204453,Human
204456,Human
204467,ruGPT3-Large
204468,OPUS-MT
204469,M2M-100
204470,OPUS-MT
204471,Human
204479,Human
204486,Human
204489,Human
204490,M2M-100
204492,M-BART50
204493,Human
204494,Human
204500,Human
204501,ruGPT3-Large
204502,M2M-100
204507,ruT5-Base-Multitask
204513,Human
204514,Human
204516,OPUS-MT
204519,Human
204526,Human
204530,Human
204531,ruGPT3-Large
204532,ruGPT3-Small
204534,Human
204541,ruGPT3-Large
204542,M-BART50
204547,Human
204548,ruGPT3-Small
204550,M-BART50
204552,Human
204556,ruGPT3-Large
204557,mT5-Small
204561,Human
204565,Human
204566,M-BART50
204569,OPUS-MT
204570,Human
204572,OPUS-MT
204573,Human
204574,ruGPT3-Large
204582,Human
204591,ruGPT3-Small
204595,M-BART50
204602,ruT5-Base
204607,ruGPT3-Large
204608,Human
204609,Human
204611,Human
204613,Human
204623,ruGPT2-Large
204624,M-BART50
204625,Human
204627,ruGPT3-Large
204635,M2M-100
204638,OPUS-MT
204641,OPUS-MT
204645,Human
204648,ruGPT3-Small
204649,OPUS-MT
204652,Human
204654,Human
204655,M-BART50
204656,M-BART50
204658,Human
204659,ruT5-Large
204666,mT5-Large
204671,Human
204675,ruGPT3-Large
204677,M2M-100
204683,M-BART50
204691,OPUS-MT
204699,OPUS-MT
204700,M2M-100
204701,Human
204704,Human
204705,mT5-Large
204706,M-BART50
204712,ruGPT3-Small
204713,ruGPT3-Small
204714,Human
204719,Human
204723,ruT5-Base
204724,Human
204726,Human
204728,Human
204730,Human
204733,mT5-Large
204734,OPUS-MT
204736,OPUS-MT
204737,Human
204739,ruGPT3-Medium
204740,OPUS-MT
204741,ruT5-Base
204743,ruGPT3-Large
204754,M-BART50
204755,Human
204757,ruGPT3-Small
204758,Human
204759,OPUS-MT
204760,Human
204763,ruGPT3-Small
204766,ruGPT3-Small
204767,M2M-100
204768,OPUS-MT
204778,OPUS-MT
204782,ruGPT3-Large
204785,Human
204788,Human
204791,ruGPT3-Large
204795,ruGPT3-Large
204799,Human
204800,ruGPT3-Medium
204801,ruGPT3-Large
204803,Human
204812,ruGPT2-Large
204813,mT5-Large
204814,ruGPT3-Medium
204818,Human
204820,M-BART50
204830,ruGPT3-Medium
204834,ruGPT3-Medium
204838,M-BART
204847,Human
204849,Human
204857,ruGPT3-Medium
204858,Human
204861,mT5-Large
204863,Human
204866,M-BART50
204867,Human
204869,OPUS-MT
204872,Human
204874,ruGPT3-Small
204880,Human
204881,Human
204883,M2M-100
204888,mT5-Large
204891,ruT5-Base-Multitask
204892,mT5-Large
204895,M-BART50
204898,ruGPT3-Small
204903,Human
204906,mT5-Large
204907,M-BART50
204914,Human
204920,ruGPT2-Large
204924,ruGPT3-Large
204926,ruGPT3-Medium
204927,Human
204936,ruGPT3-Medium
204942,ruT5-Large
204959,Human
204961,Human
204963,OPUS-MT
204968,OPUS-MT
204970,Human
204973,OPUS-MT
204974,mT5-Large
204979,OPUS-MT
204980,ruT5-Base-Multitask
204988,Human
204989,Human
204992,OPUS-MT
205011,OPUS-MT
205016,OPUS-MT
205018,ruT5-Base-Multitask
205027,Human
205029,Human
205030,ruGPT3-Medium
205035,Human
205037,Human
205041,M-BART50
205043,M2M-100
205044,OPUS-MT
205046,M-BART50
205047,ruGPT3-Small
205048,ruGPT3-Large
205052,Human
205057,Human
205061,M2M-100
205063,ruGPT3-Small
205064,Human
205065,mT5-Large
205069,OPUS-MT
205075,OPUS-MT
205076,Human
205078,ruGPT3-Small
205081,ruGPT2-Large
205083,M-BART50
205084,mT5-Large
205085,ruGPT3-Medium
205086,ruT5-Base
205091,mT5-Small
205096,ruT5-Large
205098,ruGPT3-Small
205099,M2M-100
205101,Human
205102,M-BART50
205103,ruGPT3-Large
205104,ruT5-Base
205108,OPUS-MT
205109,Human
205110,Human
205112,Human
205113,M-BART50
205115,Human
205116,M2M-100
205117,ruGPT3-Medium
205127,Human
205130,Human
205131,ruGPT3-Large
205132,Human
205134,Human
205138,OPUS-MT
205139,Human
205142,Human
205145,ruGPT3-Small
205148,Human
205150,M-BART50
205155,ruGPT3-Medium
205157,OPUS-MT
205159,mT5-Large
205161,OPUS-MT
205162,M-BART
205180,M2M-100
205182,mT5-Large
205183,M-BART50
205186,Human
205187,ruGPT3-Medium
205192,ruT5-Large
205195,Human
205197,mT5-Large
205200,ruGPT3-Small
205201,Human
205212,M-BART50
205226,Human
205237,mT5-Small
205238,ruGPT3-Medium
205239,ruGPT2-Large
205243,Human
205246,ruT5-Base
205247,Human
205252,OPUS-MT
205253,M-BART50
205255,ruGPT3-Large
205257,M-BART50
205258,ruGPT3-Small
205263,Human
205264,mT5-Small
205265,OPUS-MT
205267,Human
205269,ruGPT3-Large
205271,M2M-100
205280,M-BART50
205281,Human
205282,Human
205284,M-BART50
205286,Human
205289,Human
205292,ruGPT3-Large
205293,mT5-Small
205294,Human
205298,OPUS-MT
205301,ruGPT3-Large
205304,M2M-100
205307,Human
205308,Human
205309,Human
205311,OPUS-MT
205315,ruGPT3-Medium
205319,Human
205323,M-BART
205324,Human
205325,M-BART50
205326,ruT5-Base-Multitask
205331,mT5-Large
205334,Human
205336,ruGPT3-Small
205338,M-BART50
205340,M-BART
205343,M-BART50
205348,Human
205350,Human
205351,ruT5-Base
205355,ruGPT3-Medium
205362,ruGPT3-Medium
205364,Human
205367,ruGPT3-Large
205369,ruGPT2-Large
205374,M2M-100
205376,Human
205383,Human
205384,M-BART50
205385,ruGPT3-Large
205391,ruGPT3-Small
205392,M-BART50
205396,ruGPT3-Small
205397,M2M-100
205399,Human
205401,Human
205408,ruGPT3-Medium
205412,ruT5-Large
205416,Human
205422,ruGPT3-Medium
205425,Human
205427,Human
205429,Human
205432,ruGPT3-Large
205433,Human
205436,ruGPT3-Small
205437,OPUS-MT
205452,OPUS-MT
205454,ruT5-Base
205465,Human
205467,ruT5-Base
205468,ruGPT3-Small
205475,Human
205476,Human
205481,Human
205482,ruGPT3-Small
205483,M2M-100
205484,OPUS-MT
205485,OPUS-MT
205487,OPUS-MT
205488,Human
205489,Human
205491,mT5-Large
205493,ruGPT3-Small
205497,Human
205502,M2M-100
205507,ruGPT3-Large
205510,Human
205511,ruGPT2-Large
205513,M2M-100
205516,ruT5-Base-Multitask
205522,M2M-100
205523,M2M-100
205524,Human
205525,Human
205528,ruGPT3-Large
205532,Human
205539,ruGPT3-Large
205544,M2M-100
205546,mT5-Small
205548,OPUS-MT
205553,ruGPT3-Medium
205556,M-BART50
205558,M2M-100
205559,Human
205566,Human
205577,M-BART50
205585,ruGPT3-Small
205591,ruT5-Base
205593,Human
205597,OPUS-MT
205600,Human
205601,M-BART50
205605,Human
205607,Human
205609,OPUS-MT
205614,M-BART50
205623,Human
205624,ruT5-Base-Multitask
205630,mT5-Large
205631,ruT5-Base-Multitask
205635,mT5-Large
205636,OPUS-MT
205640,ruGPT3-Small
205644,ruGPT3-Large
205645,M-BART50
205646,mT5-Large
205654,ruGPT3-Large
205655,ruT5-Base
205660,Human
205661,ruGPT3-Small
205664,Human
205665,ruT5-Base-Multitask
205679,M2M-100
205684,OPUS-MT
205689,M-BART
205690,OPUS-MT
205692,ruT5-Large
205693,ruGPT3-Medium
205695,ruGPT3-Large
205696,ruGPT2-Large
205698,ruT5-Base
205706,ruGPT3-Medium
205707,Human
205711,ruGPT3-Large
205714,ruGPT3-Medium
205716,Human
205717,M-BART50
205718,M-BART
205727,M2M-100
205728,OPUS-MT
205730,ruGPT3-Small
205732,OPUS-MT
205733,Human
205734,mT5-Small
205739,mT5-Small
205740,M2M-100
205744,OPUS-MT
205751,ruGPT3-Large
205755,Human
205757,M-BART50
205763,ruGPT3-Medium
205764,Human
205770,Human
205777,Human
205778,mT5-Small
205781,Human
205784,Human
205788,M2M-100
205794,M-BART50
205796,ruGPT3-Large
205798,mT5-Small
205802,Human
205803,ruT5-Base-Multitask
205806,Human
205810,M-BART
205811,ruGPT3-Large
205815,Human
205823,OPUS-MT
205826,M-BART50
205827,Human
205831,Human
205832,Human
205836,Human
205844,Human
205845,ruGPT3-Medium
205847,ruGPT3-Medium
205850,ruGPT3-Large
205851,OPUS-MT
205852,OPUS-MT
205854,Human
205855,mT5-Small
205859,ruGPT3-Large
205861,Human
205864,ruGPT3-Small
205866,M2M-100
205867,ruGPT3-Medium
205868,Human
205872,ruT5-Large
205874,Human
205875,ruGPT2-Large
205878,OPUS-MT
205883,Human
205885,Human
205887,Human
205898,ruGPT3-Large
205899,M2M-100
205903,ruGPT3-Small
205905,Human
205907,ruGPT3-Medium
205910,ruGPT3-Medium
205914,Human
205919,M2M-100
205921,Human
205923,Human
205933,ruGPT3-Large
205941,M-BART50
205945,M2M-100
205950,M2M-100
205958,Human
205959,ruT5-Base-Multitask
205961,OPUS-MT
205966,Human
205971,ruGPT3-Large
205972,ruT5-Base
205974,Human
205976,OPUS-MT
205977,M2M-100
205982,Human
205983,M2M-100
205985,ruGPT3-Medium
205986,M-BART50
205987,OPUS-MT
205992,M-BART50
206000,ruGPT3-Small
206007,Human
206014,Human
206015,Human
206016,Human
206020,Human
206021,Human
206025,Human
206029,ruGPT3-Large
206030,ruGPT3-Large
206031,ruGPT3-Medium
206037,Human
206038,Human
206040,M-BART
206050,ruGPT3-Medium
206055,Human
206057,ruGPT3-Small
206058,M-BART50
206059,ruGPT3-Large
206061,mT5-Small
206063,Human
206067,M-BART50
206068,Human
206073,Human
206074,M2M-100
206075,Human
206076,ruT5-Large
206080,ruGPT3-Medium
206083,ruGPT3-Medium
206091,M-BART
206092,Human
206095,OPUS-MT
206096,ruGPT3-Large
206097,Human
206098,M-BART50
206102,Human
206105,Human
206109,M2M-100
206116,OPUS-MT
206119,Human
206120,ruGPT3-Small
206129,Human
206131,ruGPT3-Small
206136,ruT5-Large
206138,Human
206143,ruGPT3-Small
206150,Human
206158,M2M-100
206163,ruGPT3-Large
206167,OPUS-MT
206169,OPUS-MT
206172,M2M-100
206173,M-BART50
206184,Human
206185,ruGPT3-Medium
206187,M2M-100
206189,Human
206196,ruGPT3-Medium
206197,ruGPT3-Large
206208,Human
206218,Human
206221,M2M-100
206227,ruGPT3-Medium
206229,Human
206233,OPUS-MT
206242,Human
206245,mT5-Large
206248,M2M-100
206250,M-BART50
206251,Human
206256,OPUS-MT
206262,M2M-100
206264,ruGPT3-Large
206268,ruGPT3-Medium
206272,ruT5-Base
206273,ruGPT3-Medium
206275,Human
206276,OPUS-MT
206277,M2M-100
206280,mT5-Small
206286,Human
206291,Human
206293,M-BART
206294,OPUS-MT
206295,OPUS-MT
206303,OPUS-MT
206305,Human
206306,Human
206310,Human
206312,Human
206313,Human
206320,ruT5-Base
206322,mT5-Small
206325,ruGPT3-Medium
206326,Human
206327,Human
206332,ruGPT3-Medium
206338,OPUS-MT
206341,M2M-100
206349,Human
206350,ruGPT3-Medium
206351,Human
206352,Human
206353,M-BART50
206355,ruGPT3-Large
206356,OPUS-MT
206366,ruGPT3-Medium
206369,Human
206370,Human
206371,Human
206376,ruGPT3-Small
206377,M2M-100
206378,Human
206381,Human
206386,mT5-Large
206390,Human
206394,ruGPT3-Small
206398,Human
206401,M2M-100
206404,Human
206407,Human
206412,mT5-Small
206415,ruGPT3-Medium
206418,Human
206422,M-BART50
206428,Human
206444,Human
206445,M2M-100
206447,OPUS-MT
206450,Human
206456,M-BART50
206462,Human
206465,Human
206468,M-BART
206469,Human
206471,ruGPT3-Medium
206478,ruT5-Large
206484,M-BART50
206489,Human
206492,M2M-100
206494,ruGPT3-Small
206495,Human
206496,ruGPT3-Medium
206497,Human
206503,Human
206504,ruGPT3-Small
206514,Human
206517,Human
206527,M-BART50
206535,OPUS-MT
206543,Human
206546,M-BART50
206552,Human
206553,Human
206558,Human
206560,OPUS-MT
206564,Human
206568,Human
206573,Human
206574,Human
206577,ruGPT3-Large
206578,M2M-100
206580,Human
206583,Human
206597,ruT5-Base
206602,ruT5-Base
206604,mT5-Small
206607,Human
206610,Human
206611,Human
206615,mT5-Large
206618,Human
206623,ruGPT3-Large
206624,ruGPT3-Small
206625,ruGPT3-Large
206626,M2M-100
206634,mT5-Large
206640,Human
206641,Human
206642,M-BART50
206644,M2M-100
206645,Human
206652,M-BART50
206653,Human
206656,Human
206659,ruGPT3-Large
206662,Human
206663,OPUS-MT
206664,Human
206665,ruT5-Base
206668,Human
206670,OPUS-MT
206678,M-BART50
206685,mT5-Large
206686,mT5-Small
206687,Human
206690,Human
206692,Human
206697,Human
206699,ruGPT3-Large
206700,Human
206703,Human
206704,Human
206707,ruGPT3-Medium
206708,ruGPT3-Medium
206712,Human
206714,Human
206716,Human
206719,Human
206720,Human
206721,M2M-100
206723,M2M-100
206725,mT5-Small
206727,M2M-100
206728,Human
206729,ruGPT3-Medium
206731,M-BART50
206734,ruGPT3-Large
206736,M-BART50
206741,Human
206742,ruT5-Base
206744,mT5-Small
206750,OPUS-MT
206751,ruGPT3-Small
206753,OPUS-MT
206755,ruGPT3-Small
206759,ruT5-Base-Multitask
206765,OPUS-MT
206775,Human
206781,Human
206783,Human
206785,Human
206803,Human
206807,M-BART
206809,Human
206817,M2M-100
206826,M-BART50
206830,ruGPT3-Large
206831,Human
206839,ruGPT3-Large
206840,OPUS-MT
206842,M2M-100
206845,mT5-Large
206848,Human
206850,ruGPT3-Small
206859,Human
206861,M-BART50
206864,mT5-Large
206869,Human
206871,ruGPT3-Large
206873,Human
206874,mT5-Small
206875,ruGPT3-Small
206876,ruGPT3-Large
206883,Human
206887,Human
206890,ruGPT3-Large
206892,ruT5-Large
206893,ruT5-Large
206905,M-BART50
206908,ruT5-Base
206912,M-BART
206913,M-BART50
206915,ruGPT3-Large
206918,Human
206919,Human
206920,Human
206926,OPUS-MT
206927,Human
206929,Human
206930,mT5-Large
206932,Human
206937,M-BART50
206941,M2M-100
206947,Human
206949,M-BART50
206955,ruT5-Base-Multitask
206956,Human
206958,ruGPT2-Large
206961,ruGPT3-Medium
206962,Human
206965,Human
206967,mT5-Large
206970,ruGPT3-Large
206971,Human
206973,ruGPT3-Large
206974,Human
206976,Human
206977,ruT5-Base
206980,ruGPT3-Large
206982,M-BART50
206986,Human
207000,OPUS-MT
207002,M2M-100
207003,Human
207009,M-BART50
207013,Human
207014,ruGPT3-Large
207017,M-BART50
207022,Human
207026,Human
207027,M-BART50
207030,M-BART50
207031,Human
207034,OPUS-MT
207038,Human
207039,Human
207047,Human
207053,Human
207066,ruGPT2-Large
207069,OPUS-MT
207074,ruGPT3-Small
207076,Human
207081,Human
207089,Human
207094,Human
207096,OPUS-MT
207104,M2M-100
207105,Human
207108,Human
207109,M-BART50
207111,ruGPT3-Small
207119,Human
207120,ruGPT3-Medium
207129,Human
207130,ruT5-Base-Multitask
207136,Human
207138,Human
207140,ruGPT3-Large
207146,M-BART50
207151,ruT5-Base-Multitask
207154,Human
207163,M2M-100
207167,ruGPT3-Medium
207168,Human
207175,Human
207177,ruGPT3-Large
207184,ruGPT3-Medium
207197,Human
207198,M-BART50
207200,Human
207204,Human
207206,Human
207212,OPUS-MT
207215,ruGPT2-Large
207217,M2M-100
207218,ruGPT3-Small
207219,Human
207222,OPUS-MT
207225,Human
207227,mT5-Large
207228,Human
207229,M-BART50
207230,M-BART50
207232,ruT5-Base-Multitask
207234,M-BART50
207238,Human
207239,OPUS-MT
207244,M-BART50
207247,Human
207251,M2M-100
207269,Human
207272,Human
207275,ruT5-Large
207276,M2M-100
207277,Human
207282,M2M-100
207285,M-BART50
207287,M-BART50
207290,OPUS-MT
207296,ruGPT3-Small
207298,Human
207300,mT5-Small
207304,Human
207305,Human
207315,ruT5-Base
207316,OPUS-MT
207317,Human
207318,Human
207324,Human
207327,Human
207329,M-BART50
207331,M-BART50
207335,M-BART50
207341,M-BART
207343,Human
207346,ruGPT3-Large
207348,Human
207349,Human
207351,ruGPT3-Small
207352,ruGPT3-Large
207353,M2M-100
207355,ruT5-Base
207358,Human
207359,Human
207360,M-BART50
207364,mT5-Large
207367,OPUS-MT
207369,mT5-Small
207373,Human
207374,mT5-Large
207375,Human
207388,Human
207390,Human
207392,Human
207398,OPUS-MT
207402,ruGPT3-Small
207405,Human
207406,M2M-100
207407,Human
207412,M2M-100
207414,Human
207416,ruGPT3-Large
207420,ruGPT3-Medium
207424,Human
207427,Human
207433,Human
207438,Human
207440,M2M-100
207447,M2M-100
207453,Human
207459,Human
207460,M2M-100
207461,Human
207463,OPUS-MT
207467,M-BART50
207471,ruGPT3-Small
207472,ruGPT3-Large
207474,M-BART50
207475,Human
207480,M2M-100
207486,OPUS-MT
207488,M-BART50
207490,OPUS-MT
207493,Human
207495,Human
207496,ruGPT3-Large
207500,M-BART50
207505,mT5-Small
207506,mT5-Large
207507,Human
207510,Human
207512,Human
207514,mT5-Large
207516,Human
207521,Human
207526,Human
207527,ruGPT3-Small
207536,Human
207539,OPUS-MT
207542,M2M-100
207543,ruT5-Base
207544,ruGPT3-Medium
207546,mT5-Large
207553,OPUS-MT
207557,M2M-100
207561,ruGPT2-Large
207564,mT5-Large
207577,Human
207584,Human
207588,M2M-100
207589,ruGPT3-Large
207597,ruGPT3-Small
207599,M2M-100
207600,ruGPT3-Large
207601,M-BART50
207602,ruT5-Base
207604,ruT5-Base-Multitask
207614,OPUS-MT
207624,ruGPT3-Small
207629,Human
207630,mT5-Small
207637,ruGPT3-Medium
207640,Human
207646,ruGPT3-Small
207650,Human
207655,ruGPT3-Large
207657,Human
207658,mT5-Large
207659,ruGPT3-Large
207662,Human
207665,M2M-100
207666,ruGPT3-Large
207667,Human
207668,Human
207670,M-BART50
207675,Human
207685,ruT5-Base
207692,mT5-Large
207695,M-BART50
207696,Human
207703,M-BART50
207707,OPUS-MT
207718,ruGPT2-Large
207719,OPUS-MT
207724,ruGPT2-Large
207727,M-BART50
207728,M-BART50
207729,OPUS-MT
207732,Human
207735,M-BART50
207737,ruGPT3-Medium
207742,OPUS-MT
207743,OPUS-MT
207744,Human
207745,ruGPT3-Medium
207747,OPUS-MT
207749,Human
207751,Human
207752,M-BART50
207757,Human
207765,ruGPT3-Large
207769,Human
207770,M-BART50
207773,ruGPT3-Medium
207774,Human
207778,M2M-100
207780,Human
207781,Human
207786,M-BART50
207788,Human
207789,M-BART50
207790,M-BART50
207791,Human
207792,Human
207793,Human
207800,Human
207808,M-BART
207813,Human
207815,Human
207830,M2M-100
207833,M2M-100
207834,ruGPT3-Large
207835,OPUS-MT
207838,OPUS-MT
207841,OPUS-MT
207844,Human
207845,M-BART50
207847,M-BART50
207849,Human
207850,M-BART50
207852,Human
207854,M-BART50
207858,Human
207863,OPUS-MT
207864,OPUS-MT
207865,ruGPT3-Medium
207868,OPUS-MT
207869,ruGPT3-Large
207873,Human
207874,mT5-Large
207875,ruGPT3-Medium
207877,Human
207880,Human
207882,Human
207886,Human
207887,M2M-100
207888,Human
207890,ruGPT3-Large
207892,Human
207895,M-BART50
207900,Human
207902,M-BART50
207908,mT5-Large
207909,Human
207911,Human
207913,M-BART50
207920,M2M-100
207921,Human
207924,ruT5-Base-Multitask
207925,Human
207926,Human
207927,OPUS-MT
207932,Human
207936,M-BART50
207937,Human
207939,ruT5-Base
207944,ruGPT3-Large
207951,OPUS-MT
207960,M-BART50
207968,OPUS-MT
207978,mT5-Large
207979,Human
207980,Human
207984,Human
207985,mT5-Large
207988,Human
207991,M-BART
207994,mT5-Large
208007,M2M-100
208011,M2M-100
208012,Human
208018,OPUS-MT
208023,Human
208024,M2M-100
208026,ruT5-Base-Multitask
208027,Human
208029,mT5-Large
208034,ruT5-Base-Multitask
208038,Human
208044,M-BART50
208045,ruGPT3-Medium
208048,ruT5-Large
208052,Human
208057,OPUS-MT
208060,OPUS-MT
208068,Human
208071,Human
208075,Human
208078,Human
208084,M-BART50
208085,Human
208087,ruGPT3-Large
208089,Human
208093,Human
208096,ruT5-Base-Multitask
208099,Human
208108,ruGPT3-Large
208112,Human
208118,Human
208119,ruGPT3-Large
208125,ruGPT3-Small
208137,ruGPT3-Large
208140,OPUS-MT
208141,ruGPT3-Large
208143,OPUS-MT
208144,ruGPT2-Large
208146,ruGPT3-Small
208148,ruT5-Base
208153,OPUS-MT
208154,Human
208155,Human
208156,OPUS-MT
208158,ruGPT2-Large
208160,M2M-100
208161,Human
208164,ruT5-Large
208166,Human
208175,Human
208176,M-BART50
208180,ruGPT3-Medium
208192,OPUS-MT
208194,Human
208200,M2M-100
208204,OPUS-MT
208205,Human
208207,Human
208213,ruT5-Large
208214,ruGPT3-Large
208218,M2M-100
208220,Human
208224,M-BART50
208230,M-BART50
208239,Human
208240,Human
208241,Human
208244,Human
208245,mT5-Large
208246,M2M-100
208248,ruGPT3-Large
208249,Human
208251,Human
208257,Human
208260,M2M-100
208264,ruGPT3-Medium
208270,ruGPT3-Small
208274,M2M-100
208277,OPUS-MT
208281,ruT5-Base
208282,Human
208286,M-BART50
208288,ruT5-Large
208289,Human
208293,OPUS-MT
208294,ruT5-Large
208297,Human
208300,Human
208305,ruGPT3-Large
208307,OPUS-MT
208310,M2M-100
208311,Human
208313,M2M-100
208322,Human
208324,mT5-Large
208328,ruGPT3-Small
208335,Human
208337,Human
208338,ruGPT3-Large
208340,Human
208347,ruGPT3-Large
208352,Human
208355,M-BART50
208356,ruT5-Base-Multitask
208359,Human
208360,M-BART
208365,Human
208367,Human
208368,Human
208374,Human
208377,Human
208382,OPUS-MT
208385,M-BART50
208386,ruGPT3-Small
208387,Human
208394,ruGPT3-Large
208400,Human
208403,M-BART50
208404,ruGPT3-Medium
208407,ruGPT3-Medium
208410,M-BART50
208411,ruGPT3-Large
208412,mT5-Small
208417,mT5-Small
208420,OPUS-MT
208426,Human
208429,ruGPT3-Small
208430,M2M-100
208434,M-BART50
208436,ruGPT3-Small
208437,Human
208438,Human
208442,M2M-100
208445,Human
208450,ruGPT3-Large
208455,ruT5-Base-Multitask
208460,Human
208462,Human
208469,M2M-100
208471,M-BART50
208473,mT5-Large
208477,Human
208478,ruGPT3-Small
208479,ruGPT3-Medium
208484,ruT5-Base
208486,Human
208488,ruGPT3-Large
208495,Human
208497,Human
208499,ruGPT2-Large
208503,Human
208505,M-BART50
208506,M-BART
208508,OPUS-MT
208512,OPUS-MT
208513,OPUS-MT
208514,OPUS-MT
208515,Human
208517,ruGPT3-Small
208519,Human
208522,M-BART50
208523,ruGPT2-Large
208525,ruT5-Large
208526,M2M-100
208528,ruGPT3-Large
208529,M-BART50
208535,ruGPT3-Medium
208545,Human
208548,ruGPT2-Large
208549,M-BART50
208551,Human
208555,Human
208557,M2M-100
208558,ruGPT3-Small
208559,mT5-Large
208561,Human
208563,M-BART50
208566,M2M-100
208567,ruGPT3-Medium
208569,Human
208570,ruGPT3-Medium
208582,ruT5-Base-Multitask
208588,Human
208591,ruT5-Base-Multitask
208595,ruGPT3-Large
208596,OPUS-MT
208599,Human
208601,OPUS-MT
208603,ruGPT3-Large
208609,M-BART50
208621,Human
208623,ruGPT3-Small
208626,ruGPT3-Medium
208636,Human
208638,OPUS-MT
208639,Human
208643,Human
208652,Human
208658,OPUS-MT
208670,M-BART50
208672,ruGPT3-Small
208673,Human
208680,Human
208681,Human
208686,M-BART50
208691,OPUS-MT
208700,Human
208702,OPUS-MT
208703,ruGPT3-Large
208705,Human
208706,ruT5-Base-Multitask
208712,Human
208713,ruGPT3-Medium
208717,ruGPT3-Medium
208722,Human
208723,OPUS-MT
208725,Human
208726,ruGPT2-Large
208738,ruGPT3-Large
208742,ruGPT3-Medium
208743,Human
208744,Human
208751,Human
208753,M-BART50
208754,mT5-Small
208755,ruGPT3-Medium
208756,Human
208758,Human
208760,Human
208761,ruT5-Large
208764,Human
208768,M2M-100
208769,Human
208774,Human
208775,OPUS-MT
208776,Human
208780,Human
208784,ruT5-Base-Multitask
208786,M-BART50
208790,ruGPT2-Large
208792,M-BART
208794,Human
208797,ruGPT3-Medium
208800,ruGPT3-Small
208805,mT5-Small
208807,OPUS-MT
208813,M-BART
208819,OPUS-MT
208827,Human
208831,Human
208833,Human
208834,ruT5-Large
208836,Human
208839,ruGPT3-Large
208840,ruT5-Base
208850,Human
208854,M-BART50
208855,Human
208857,Human
208866,M2M-100
208870,ruGPT3-Small
208873,M-BART50
208877,M2M-100
208880,M2M-100
208883,Human
208888,mT5-Large
208889,OPUS-MT
208894,Human
208904,Human
208906,OPUS-MT
208909,Human
208912,ruGPT3-Large
208924,Human
208925,Human
208926,M2M-100
208929,OPUS-MT
208935,ruGPT3-Medium
208940,ruGPT3-Small
208944,OPUS-MT
208948,ruGPT3-Large
208949,ruT5-Base
208956,Human
208966,Human
208971,ruGPT3-Medium
208972,Human
208973,mT5-Large
208984,M2M-100
208986,M2M-100
208994,ruGPT3-Small
208997,Human
209003,M-BART50
209005,Human
209009,Human
209011,M2M-100
209014,Human
209018,mT5-Large
209019,ruGPT3-Small
209022,M2M-100
209026,OPUS-MT
209029,OPUS-MT
209032,Human
209033,Human
209035,Human
209038,ruGPT3-Large
209039,ruGPT3-Large
209042,ruT5-Large
209044,M-BART50
209047,M2M-100
209049,M2M-100
209053,M-BART50
209055,ruGPT3-Medium
209056,M2M-100
209059,M-BART50
209061,ruGPT3-Medium
209070,Human
209074,ruT5-Large
209077,M-BART50
209078,ruGPT3-Large
209090,ruGPT3-Large
209092,M2M-100
209095,Human
209100,Human
209101,M2M-100
209113,ruGPT3-Medium
209117,Human
209126,OPUS-MT
209128,Human
209130,Human
209132,ruGPT3-Large
209133,ruT5-Base-Multitask
209136,ruGPT3-Large
209139,Human
209141,ruGPT3-Small
209147,mT5-Large
209151,M-BART50
209154,Human
209159,ruGPT3-Large
209164,Human
209167,Human
209170,Human
209172,Human
209182,M2M-100
209185,mT5-Large
209190,Human
209191,Human
209196,Human
209197,OPUS-MT
209198,ruGPT3-Large
209199,ruGPT3-Large
209201,ruGPT3-Large
209211,ruT5-Base-Multitask
209212,M-BART50
209214,Human
209218,ruGPT3-Large
209219,ruT5-Large
209220,M2M-100
209222,Human
209223,OPUS-MT
209224,Human
209230,Human
209233,Human
209234,ruGPT3-Small
209236,Human
209245,Human
209249,ruT5-Base
209250,M-BART50
209252,Human
209259,OPUS-MT
209262,ruGPT3-Large
209263,ruGPT3-Large
209264,Human
209270,Human
209272,OPUS-MT
209276,M-BART
209278,Human
209279,ruGPT3-Large
209280,OPUS-MT
209281,Human
209288,mT5-Small
209300,M-BART50
209302,OPUS-MT
209303,OPUS-MT
209305,Human
209307,Human
